,company_name,rating,company_reviews,company_age,number_of_employees
40770,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
40771,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
40772,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
40773,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
40774,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
40775,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
40776,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
40777,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
40778,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
40779,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
40780,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40781,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40782,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40783,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40784,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40785,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40786,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40787,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40788,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40789,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
40790,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
40791,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
40792,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
40793,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
40794,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
40795,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
40796,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
40797,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
40798,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
40799,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
40800,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
40801,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
40802,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
40803,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
40804,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
40805,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
40806,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40807,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40808,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40809,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40810,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40811,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40812,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40813,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40814,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40815,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
40816,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
40817,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
40818,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
40819,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
40820,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
40821,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
40822,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
40823,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
40824,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
40825,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
40826,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
40827,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
40828,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
40829,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
40830,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
40831,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
40832,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
40833,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40834,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40835,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40836,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40837,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40838,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40839,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40840,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40841,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40842,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
40843,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
40844,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
40845,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
40846,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
40847,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
40848,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
40849,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
40850,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
40851,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
40852,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
40853,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
40854,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
40855,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
40856,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
40857,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
40858,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
40859,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
40860,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
40861,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40862,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40863,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40864,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40865,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40866,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40867,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40868,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40869,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40870,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
40871,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
40872,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
40873,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
40874,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
40875,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
40876,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
40877,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
40878,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
40879,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
40880,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
40881,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
40882,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
40883,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
40884,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
40885,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
40886,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
40887,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
40888,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
40889,WNS,3.7,(7.4k Reviews),27 years old,10k-50k Employees (India)
40890,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40891,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40892,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40893,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40894,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40895,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40896,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40897,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40898,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40899,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
40900,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
40901,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
40902,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
40903,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
40904,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
40905,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
40906,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
40907,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
40908,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
40909,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
40910,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
40911,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
40912,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
40913,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
40914,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
40915,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
40916,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
40917,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
40918,WNS,3.7,(7.4k Reviews),27 years old,10k-50k Employees (India)
40919,IndusInd Bank,3.8,(7k Reviews),29 years old,10k-50k Employees (India)
40920,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40921,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40922,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40923,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40924,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40925,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40926,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40927,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40928,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40929,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40930,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40931,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40932,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40933,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40934,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40935,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40936,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40937,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40938,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40939,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40940,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40941,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40942,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40943,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40944,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40945,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40946,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40947,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40948,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40949,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40950,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40951,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40952,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40953,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40954,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40955,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40956,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40957,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40958,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40959,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40960,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40961,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40962,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40963,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40964,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40965,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40966,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40967,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40968,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40969,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40970,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40971,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40972,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40973,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40974,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
40975,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40976,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40977,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40978,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40979,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40980,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40981,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40982,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40983,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40984,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
40985,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
40986,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40987,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
40988,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
40989,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
40990,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
40991,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
40992,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
40993,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
40994,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
40995,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
40996,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
40997,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
40998,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
40999,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41000,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41001,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41002,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41003,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41004,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41005,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41006,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41007,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41008,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41009,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41010,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41011,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41012,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41013,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41014,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41015,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41016,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41017,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41018,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41019,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41020,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41021,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41022,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41023,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41024,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41025,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41026,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41027,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41028,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41029,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41030,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41031,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41032,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41033,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41034,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41035,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41036,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41037,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41038,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41039,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41040,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41041,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41042,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41043,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41044,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41045,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41046,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41047,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41048,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41049,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41050,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41051,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41052,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41053,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41054,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41055,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41056,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41057,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41058,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41059,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41060,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41061,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41062,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41063,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41064,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41065,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41066,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41067,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41068,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41069,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41070,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41071,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41072,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41073,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
41074,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
41075,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
41076,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
41077,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
41078,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
41079,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
41080,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
41081,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
41082,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
41083,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
41084,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
41085,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
41086,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
41087,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
41088,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
41089,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
41090,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
41091,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
